Age,P_A_given_LH_1990,P_A_given_RH_1990
6,0.0004906398575633025,0.00027428326710060525
7,0.00048147560735019464,0.00026916016010016284
8,0.0004878200882669615,0.00027270692648508445
9,0.000451163087414531,0.0002522144984833152
10,0.0004842953766465355,0.0002707365007156836
11,0.0005012139924245805,0.00028019454440880796
12,0.0005054436463690917,0.000282559055332089
13,0.0005970861485001681,0.00033379012533651237
14,0.0007775320984769748,0.0004600703971285007
15,0.0010752322337310581,0.0005937083244576957
16,0.0016706080451942338,0.0009267355786116932
17,0.0019602782074920957,0.0011517384020738033
18,0.002449848528421758,0.0013372367579633834
19,0.002541045570367163,0.001421606729090487
20,0.0024703781898124536,0.0013794921310291595
21,0.0024812957298243573,0.0013953502543666773
22,0.002443644641838868,0.0013237023911267067
23,0.002386111862305539,0.001290004132653373
24,0.002354640914224933,0.0012427752851747616
25,0.0023236757406427683,0.0012267914666889953
26,0.002364975588795821,0.0012867959986679156
27,0.0025130485639137164,0.001397664437410915
28,0.0026070264834558796,0.001486334686311669
29,0.002724242437145693,0.001574408543927373
30,0.0026334371759219647,0.0015942976400030748
31,0.0029871264496699294,0.0016456822123856788
32,0.003156431383678768,0.0018196052996253466
33,0.003423046780706032,0.0019631157684834497
34,0.003953346963703851,0.0022109338697613996
35,0.0043745231709441355,0.0024770094598617013
36,0.004656462092537966,0.0026310191720306923
37,0.004920261323333516,0.00289855690839231
38,0.005547679126823317,0.003179007306909822
39,0.005926728047012475,0.0033620224083174195
40,0.006369420123153162,0.0035609903919663357
41,0.006868372953212996,0.003868581957460451
42,0.007029041074501005,0.004157046668746762
43,0.0075982939314300476,0.004444208530854086
44,0.007876338674561223,0.004743648137888237
45,0.008491081790152065,0.004910897970338029
46,0.008553496884491073,0.005222599567551231
47,0.008913033041434737,0.005393654399067916
48,0.00951021341270768,0.005565103737380448
49,0.009736465700072609,0.0059899739217218985
50,0.010057094298191627,0.006241843780385105
51,0.010789332370946312,0.006741096700834985
52,0.011618059653103465,0.007494768813869045
53,0.009479691550837615,0.00654665878301677
54,0.00997793363605816,0.007080125170155362
55,0.010821427162218447,0.007772699343071791
56,0.011516449154322404,0.008704497192100247
57,0.011268651951842774,0.008410672625065792
58,0.011507416133174396,0.008702083697504023
59,0.01219320271335985,0.009143579647061358
60,0.012129905055151383,0.009643616630474671
61,0.01350078465003523,0.010238730165538803
62,0.013020640325087346,0.010801980583886987
63,0.013822348513460998,0.011630478793430541
64,0.014648950839901564,0.012837773558910607
65,0.01470818614461409,0.013245419531089318
66,0.015341972634727719,0.014231345542324627
67,0.014950957532192671,0.01534800085979385
68,0.016217382000552286,0.016799849639648222
69,0.01828947698988957,0.01833621527987128
70,0.019098043392684564,0.0191609618980887
71,0.020013496868750844,0.020985620542439958
72,0.021161453260207113,0.022505485538770964
73,0.022536534139939876,0.023701965132754157
74,0.021711565676913635,0.025417884478082554
75,0.02395000997424695,0.026470475236106104
76,0.024575829326877137,0.02715190448158066
77,0.024651362680171533,0.029054995834438577
78,0.023497534004627927,0.030114359762236264
79,0.02642499194404621,0.030265074430022132
80,0.027896411107832704,0.029548071481244206
81,0.02131816157511475,0.030870116401346695
82,0.025384266042352565,0.030674198733165448
83,0.02024369093440919,0.03115149033518658
84,0.025557686597571485,0.030967030970309378
85,0.023297330316109203,0.030821812393317122
86,0.02307788696203668,0.02984770196748552
87,0.021710559070721856,0.028279652579074815
88,0.02089594279851078,0.026883622844896215
89,0.022831200979630713,0.024798066056042768
90,0.014007480912320873,0.02303895118720433
91,0.016061991606937387,0.021161912801168373
92,0.013949269718898474,0.018378370295238484
93,0.011792553009733656,0.015536863958225082
94,0.01014274721751218,0.013363220292593112
95,0.008362574418572029,0.01101781615691218
96,0.006708563239037047,0.008838631830956047
97,0.005117956360536462,0.006742983614502635
98,0.003911980675555744,0.005154092715389695
99,0.002856751951197616,0.003763813178665872
100,0.0019490352741439972,0.002567882957927968
101,0.00138389591747519,0.0018233034512889369
102,0.0009158039603488225,0.0012065853367459046
103,0.0005848723279091033,0.0007705779896985502
104,0.00039110102015603194,0.0005152814101468734
105,0.00024261849885609922,0.000319653480239996
106,0.000139424764009305,0.00018369419997791767
107,8.50782202655388e-05,0.00011209182040415857
108,4.399482112590599e-05,5.796383108351926e-05
109,2.7173271871883115e-05,3.580118978687954e-05
110,1.2939653272325294e-05,1.704818561279978e-05
111,6.793317967970779e-06,8.950297446719886e-06
112,3.881895981697588e-06,5.114455683839935e-06
113,2.9114219862731907e-06,3.835841762879951e-06
114,1.940947990848794e-06,2.5572278419199675e-06
